FileID,High_Quality,Sequencing_Status,Include,Genome_Name,IMG_Genome_ID ,NCBI_Taxon_ID,Strain,StrainName,Ecotype,Type,Size_Mb,GCpct,Cell_radius,Pmax,Genome_size,Gene_count,Scaffold_count,Study_Name,Sequencing_Center,Sequencing_Method,Assembly_Method,Proportal_Ecotype
2606217314,Yes,Permanent Draft,1,Prochlorococcus sp. SS52,2606217314,1499501,SS52,SS52,LLII_LLIII,Isolate,1.754053,36.44,0.35,5.26,1754053,1956,22,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217315,Yes,Permanent Draft,1,Prochlorococcus marinus SS51,2606217315,167554,SS51,SS51,LLII_LLIII,Isolate,1.746977,36.43,0.35,5.26,1746977,1941,12,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217316,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9401,2606217316,167551,MIT9401,MIT9401,HLII,Isolate,1.666808,31.21,0.35,6.278,1666808,1949,17,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217317,Yes,Permanent Draft,1,Prochlorococcus sp. MIT0602,2606217317,1499499,MIT0602,MIT0602,LLII_LLIII,Isolate,1.750918,36.34,0.35,5.26,1750918,1956,9,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217318,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9123,2606217318,167545,MIT9123,MIT9123,HLII,Isolate,1.697748,31.02,0.35,6.278,1697748,1980,18,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217319,Yes,Permanent Draft,1,Prochlorococcus sp. MIT0601,2606217319,1499498,MIT0601,MIT0601,LLII_LLIII,Isolate,1.707342,37.02,0.35,5.26,1707342,1905,6,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217419,Yes,Permanent Draft,1,Prochlorococcus marinus PAC1,2606217419,59924,PAC1,PAC1,LLI,Isolate,1.841163,35.09,0.35,5.26,1841163,2197,20,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217559,Yes,Finished,1,Prochlorococcus marinus MIT9215,2606217559,93060,MIT 9215,MIT9215,HLII,Isolate,1.73879,31.15,0.35,6.278,1738790,1999,1,Prochlorococcus sp. MIT9215,DOE Joint Genome Institute (JGI),"454, Sanger",Unknown,High light adapted (HL)
2606217560,Yes,Finished,1,Prochlorococcus sp. MIT0801,2606217560,1501269,MIT0801,MIT0801,LLI,Isolate,1.929203,34.91,0.35,5.26,1929203,2218,1,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217562,Yes,Finished,1,Prochlorococcus marinus MIT9313,637000211,74547,MIT9313,MIT9313,LLIV,Isolate,2.410873,50.74,0.45,11.95,2410873,2334,1,Prochlorococcus sp. MIT9313,DOE Joint Genome Institute (JGI),Sanger,Phrap v. 4.24 SPS,Low light adapted (LL)
2606217606,Yes,Permanent Draft,1,Prochlorococcus marinus GP2,2606217606,59925,GP2,GP2,HLII,Isolate,1.62431,31.16,0.35,6.278,1624310,1872,11,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler 2.6,High light adapted (HL)
2606217677,Yes,Permanent Draft,1,Prochlorococcus marinus SB,2606217677,59926,SB,SB,HLII,Isolate,1.669823,31.5,0.35,6.278,1669823,1924,4,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217679,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9322,2606217679,167550,MIT9322,MIT9322,HLII,Isolate,1.65755,31.21,0.35,6.278,1657550,1936,11,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217680,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9311,2606217680,167547,MIT9311,MIT9311,HLII,Isolate,1.711064,31.21,0.35,6.278,1711064,1966,17,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217681,Yes,Permanent Draft,1,Prochlorococcus sp. MIT0702,2606217681,1499503,MIT0702,MIT0702,LLIV,Isolate,2.583057,50.6,0.45,11.95,2583057,2706,61,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217682,Yes,Permanent Draft,1,Prochlorococcus sp. MIT0703,2606217682,1499504,MIT0703,MIT0703,LLIV,Isolate,2.575057,50.61,0.45,11.95,2575057,2694,61,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217683,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9321,2606217683,167549,MIT9321,MIT9321,HLII,Isolate,1.658664,31.2,0.35,6.278,1658664,1937,10,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217684,Yes,Permanent Draft,1,Prochlorococcus sp. MIT0701,2606217684,1499502,MIT0701,MIT0701,LLIV,Isolate,2.592571,50.6,0.45,11.95,2592571,2704,53,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217685,Yes,Permanent Draft,1,Prochlorococcus marinus LG,2606217685,167556,LG,LG,LLII_LLIII,Isolate,1.754063,36.43,0.35,5.26,1754063,1946,14,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217686,Yes,Permanent Draft,1,Prochlorococcus sp. MIT0603,2606217686,1499500,MIT0603,MIT0603,LLII_LLIII,Isolate,1.752482,36.35,0.35,5.26,1752482,1954,7,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,Low light adapted (LL)
2606217687,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9201,2606217687,93057,MIT9201,MIT9201,HLII,Isolate,1.672416,31.28,0.35,6.278,1672416,1981,21,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217688,Yes,Finished,1,Prochlorococcus sp. MIT0604,2606217688,1501268,MIT 0604,MIT0604,HLII,Isolate,1.780061,31.17,0.35,6.278,1780061,2089,1,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217689,Yes,Permanent Draft,1,Prochlorococcus marinus EQPAC1,2606217689,190047,EQPAC1,EQPAC1,HLI,Isolate,1.654739,30.79,0.35,6.37,1654739,1944,8,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217690,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9116,2606217690,167544,MIT9116,MIT9116,HLII,Isolate,1.685398,31.01,0.35,6.278,1685398,1964,22,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217691,Yes,Permanent Draft,1,Prochlorococcus marinus MIT9302,2606217691,74545,MIT9302,MIT9302,HLII,Isolate,1.745343,31.12,0.35,6.278,1745343,2013,17,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217692,Yes,Permanent Draft,1,Prochlorococcus sp. MIT9107,2606217692,59921,MIT9107,MIT9107,HLII,Isolate,1.699937,31.02,0.35,6.278,1699937,1973,13,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Massachusetts Institute of Technology,Illumina GAIIx,Newbler v. 2.6,High light adapted (HL)
2606217708,Yes,Finished,1,Prochlorococcus marinus MIT9312,637000210,74546,MIT9312,MIT9312,HLII,Isolate,1.709204,31.21,0.35,6.278,1709204,1860,1,Prochlorococcus marinus MIT9312,DOE Joint Genome Institute (JGI),,,High light adapted (HL)
2634166546,No,Permanent Draft,0,Prochlorococcus marinus bv. HNLC1,2634166546,1041938,HNLC1,HNLC1,HLIII_HLIV,Isolate,1.569623,29.85,,,1569623,2066,1,Prochlorococcus marinus strains isolated from Pacific and Indian Oceans,J. Craig Venter Institute (JCVI),"454, ABI 3730",Celera Assembler v. 2009,
2634166547,No,Permanent Draft,0,Prochlorococcus marinus bv. HNLC2,2634166547,1041939,HNLC2,HNLC2,HLIII_HLIV,Isolate,1.484494,30.37,,,1484494,1819,1,Prochlorococcus marinus strains isolated from Pacific and Indian Oceans,J. Craig Venter Institute (JCVI),"454, ABI 3730",Celera Assembler v. 2009,
2634166556,No,Permanent Draft,0,Prochlorococcus sp. scB243_498P3 (unscreened),2634166556,1471500,scB243_498P3,scB243_498P3,,SAG,1.431324,31.14,,,1431324,1870,254,Understanding the evolution and ecology of Prochlorococcus in the ocean through single-cell genomics,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2639762776,No,Permanent Draft,0,Prochlorococcus sp. scB243_498P15 (unscreened),2639762776,1471499,scB243_498P15,scB243_498P15,,SAG,1.459676,31.46,,,1459676,1819,140,Understanding the evolution and ecology of Prochlorococcus in the ocean through single-cell genomics,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727517,No,Permanent Draft,0,Prochlorococcus sp. scB245a_520F22 (unscreened),2645727517,1471521,B245a_520F22,B245a_520F22,,SAG,1.273959,31.53,,,1273959,1500,58,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727585,No,Permanent Draft,0,Prochlorococcus sp. scB245a_518A6 (unscreened),2645727585,1471502,B245a_518A6,B245a_518A6,,SAG,1.292549,31.45,,,1292549,1569,61,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727588,No,Permanent Draft,0,Prochlorococcus sp. scB245a_519O11 (unscreened),2645727588,1471516,B245a_519O11,B245a_519O11,,SAG,1.211119,31.2,,,1211119,1407,59,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727716,No,Permanent Draft,0,Prochlorococcus sp. scB245a_520D2 (unscreened),2645727716,1471519,B245a_520D2,B245a_520D2,,SAG,0.928509,31.34,,,928509,1110,58,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727760,No,Permanent Draft,0,Prochlorococcus sp. scB245a_518D8 (unscreened),2645727760,1471503,B245a_518D8,B245a_518D8,,SAG,1.281853,32.11,,,1281853,1413,75,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727771,No,Permanent Draft,0,Prochlorococcus sp. scB245a_521N3 (unscreened),2645727771,1471529,B245a_521N3,B245a_521N3,,SAG,0.479848,31.51,,,479848,597,72,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727806,No,Permanent Draft,0,Prochlorococcus sp. scB245a_518K17 (unscreened),2645727806,1471507,B245a_518K17,B245a_518K17,,SAG,1.294076,31.28,,,1294076,1584,69,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727878,No,Permanent Draft,0,Prochlorococcus sp. scB245a_520E22 (unscreened),2645727878,1471520,B245a_520E22,B245a_520E22,,SAG,1.027429,31.12,,,1027429,1254,63,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727953,No,Permanent Draft,0,Prochlorococcus sp. scB245a_519B7 (unscreened),2645727953,1471510,B245a_519B7,B245a_519B7,,SAG,0.670043,31.5,,,670043,782,21,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2645727954,No,Permanent Draft,0,Prochlorococcus sp. scB245a_520M11 (unscreened),2645727954,1471523,B245a_520M11,B245a_520M11,,SAG,0.376779,31.35,,,376779,496,23,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501142,No,Permanent Draft,0,Prochlorococcus sp. scB245a_520K10 (unscreened),2648501142,1471522,B245a_520K10,B245a_520K10,,SAG,1.379939,31.56,,,1379939,1647,52,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501259,No,Permanent Draft,0,Prochlorococcus sp. scB245a_521O20 (unscreened),2648501259,1471531,B245a_521O20,B245a_521O20,,SAG,1.473687,31.18,,,1473687,1784,39,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501290,No,Permanent Draft,0,Prochlorococcus sp. scB245a_518A17 (unscreened),2648501290,1471501,B245a_518A17,B245a_518A17,,SAG,1.587139,31.3,,,1587139,1922,51,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501403,No,Permanent Draft,0,Prochlorococcus sp. scB243_498N8 (unscreened),2648501403,1471498,scB243_498N8,scB243_498N8,,SAG,0.762963,31.21,,,762963,951,63,Understanding the evolution and ecology of Prochlorococcus in the ocean through single-cell genomics,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501432,No,Permanent Draft,0,Prochlorococcus sp. scB245a_519C7 (unscreened),2648501432,1471511,B245a_519C7,B245a_519C7,,SAG,1.270275,31.51,,,1270275,1510,68,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501450,No,Permanent Draft,0,Prochlorococcus sp. scB245a_521B10 (unscreened),2648501450,1471525,B245a_521B10,B245a_521B10,,SAG,1.485489,31.2,,,1485489,1796,64,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501456,No,Permanent Draft,0,Prochlorococcus sp. scB245a_519L21 (unscreened),2648501456,1471515,B245a_519L21,B245a_519L21,,SAG,1.33461,31.25,,,1334610,1605,83,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501714,No,Permanent Draft,0,Prochlorococcus sp. scB245a_520B18 (unscreened),2648501714,1471518,B245a_520B18,B245a_520B18,,SAG,1.270661,31.41,,,1270661,1543,86,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501767,No,Permanent Draft,0,Prochlorococcus sp. scB245a_519G16 (unscreened),2648501767,1471514,B245a_519G16,B245a_519G16,,SAG,1.188883,31.17,,,1188883,1466,58,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501807,No,Permanent Draft,0,Prochlorococcus sp. scB245a_521C8 (unscreened),2648501807,1471526,B245a_521C8,B245a_521C8,,SAG,0.810854,31.33,,,810854,1005,65,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501812,No,Permanent Draft,0,Prochlorococcus sp. scB245a_518E10 (unscreened),2648501812,1471504,B245a_518E10,B245a_518E10,,SAG,1.193844,31.53,,,1193844,1360,41,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2648501917,No,Permanent Draft,0,Prochlorococcus sp. scB245a_521O23 (unscreened),2648501917,1471532,scB245a_521O23,scB245a_521O23,,SAG,0.790889,31.76,,,790889,987,78,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,,CLC NGS Cell v. 3.2,
2651869831,No,Permanent Draft,0,Prochlorococcus sp. scB245a_521K15 (unscreened),2651869831,1471527,B245a_521K15,B245a_521K15,,SAG,1.379477,31.32,,,1379477,1685,67,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
2651870162,No,Draft,0,Prochlorococcus sp. REDSEA-S17_B1,2651870162,1218,REDSEA-S17_B1,REDSEA_S17_B1,,MAG,1.070099,31,,,1070099,1471,152,"Water column microbial communities from Red Sea, Saudi Arabia",King Abdullah University of Science and Technology,,IDBA_UD,
2651870163,No,Draft,0,Prochlorococcus sp. REDSEA-S22_B1,2651870163,1218,REDSEA-S22_B1,REDSEA_S22_B1,,MAG,1.010391,31.12,,,1010391,1338,113,"Water column microbial communities from Red Sea, Saudi Arabia",King Abdullah University of Science and Technology,,IDBA_UD,
2651870164,No,Draft,0,Prochlorococcus sp. REDSEA-S23_B1,2651870164,1218,REDSEA-S23_B1,REDSEA_S23_B1,,MAG,1.058971,30.87,,,1058971,1381,123,"Water column microbial communities from Red Sea, Saudi Arabia",King Abdullah University of Science and Technology,,IDBA_UD,
2651870165,No,Draft,0,Prochlorococcus sp. REDSEA-S28_B1,2651870165,1218,REDSEA-S28_B1,REDSEA_S28_B1,,MAG,0.926852,31.35,,,926852,1181,101,"Water column microbial communities from Red Sea, Saudi Arabia",King Abdullah University of Science and Technology,,IDBA_UD,
2654587612,No,Permanent Draft,0,Prochlorococcus sp. scB245a_521M10 (unscreened),2654587612,1471528,B245a_521M10,B245a_521M10,,SAG,1.064639,30.94,,,1064639,1326,61,Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site,Massachusetts Institute of Technology,Illumina GAIIx,CLC NGS Cell v. 3.2,
